"logR.1"	"logR.2"	"logR.3"	"logR.4"	"logR.5"	"logR.6"	"logG.1"	"logG.2"	"logG.3"	"logG.4"	"logG.5"	"logG.6"
"affx_000040"	4.45318760833092	8.20750974359464	6.82048077683435	6.2142815162045	4.58490293288556	9.49972790582049	6.09682955591323	7.71024236576486	7.81523095754073	7.20592810578249	6.30065546719242	8.37280504700851
"affx_000041"	12.5866530693085	5.36851854164465	8.97397924846664	8.45353010628732	5.68146429416706	7.49533927468848	10.7043340384762	6.34302925741225	8.48560055334455	8.41229324867848	8.09166540395256	7.47669437410867
"affx_000042"	3.39176566570436	10.6465009832053	8.46555199972995	10.0513049985244	6.2204163914913	5.851246027906	3.75454925036991	9.27886316403891	8.17317896071104	9.37930126484123	6.65293349326697	5.44226880007999
"affx_000043"	10.6420484837244	10.6844066718904	4.36248321139813	6.99088494056233	6.93174741357252	10.6147242372547	9.44962141060178	9.48095915612974	6.05599733163287	7.60835302944898	6.03642473244246	9.84055490792766
"affx_000044"	2.63499238696142	5.69261290575554	10.2567142279437	3.0715442579682	8.3401265757796	8.50476072897602	4.0134385256521	6.70618183526292	7.50046531488485	3.96571780077666	8.05713759707985	8.63154868487512
"affx_000045"	8.25340561577508	7.70804138190464	11.2175363539318	10.1774753130258	6.69914005255797	6.26657630840558	8.4388397387709	8.63524579021025	9.3409320579566	10.1300782515109	6.85382101001205	6.12093734940471
"affx_000046"	7.58916202692251	9.00370969939119	3.33662548181221	5.13425401037669	9.17714984075586	6.74125597981449	8.17929318198979	8.3057044442235	5.33490571806077	5.95628244760756	8.82456390120723	5.50820017991229
"affx_000047"	10.920164436994	10.5374791689101	7.68741640113934	7.3743796797167	2.63682324837667	6.19138467086991	9.42186915796181	10.1998429017107	6.92441427124161	7.63912959579203	5.66477317598954	6.84092035320096
"affx_000048"	9.66669925543655	9.42903534616267	9.16921111231242	9.36862972323042	12.3347799424269	7.94615631763466	9.35577320333089	9.98076890719353	7.97700528921084	8.3085334178786	10.9859552133823	8.51534096431164
"affx_000049"	8.38905380277175	7.72777984908136	7.72128995188706	8.28303605376797	1.59655214387616	8.05145136883339	8.74759598861698	7.35284166702114	8.92720422598764	9.19586299036159	5.1435423779404	7.53126315971728
"affx_000050"	6.5286740517558	4.09725537970395	6.44418089488862	6.89761750059736	3.99646180842609	3.73959132885422	6.96743986908857	5.58472756511392	8.02603866451948	8.52975627233293	5.09549974318766	3.99969830029348
"affx_000051"	7.81116733021425	12.8351320879914	10.5612869409443	7.44086981718039	12.2614026267725	11.4248867408916	7.13251944677633	10.7903136326724	8.22761146696386	6.8392134209763	9.40570705458766	7.50057175476256
"affx_000052"	6.4802861716185	7.54441128245005	12.2328339979604	8.08238037081332	7.52138466757094	2.85805781632361	5.10608212096703	8.28851858626058	10.7614378289707	8.00088039125804	5.89232385058197	3.11360137395372
"affx_000053"	7.02643651217962	10.4321488474261	5.84420026727845	10.0663008499177	8.2080210013118	4.08211799433122	7.678269538382	10.0214983683016	6.39139185859412	8.75845954600859	5.81324778262488	5.0964957551994
"affx_000054"	7.71026921147185	10.7751558527176	7.06563384022038	7.89306488595482	6.68328245580983	8.42168059497372	7.49430102449434	9.82718436112239	7.61385380278159	8.03115194546378	6.07210370253148	9.14269995142211
"affx_000055"	6.42910112614413	8.51251718194734	9.47197439745825	12.3493000405039	9.80984486074088	8.01645703716647	7.82463694483206	9.50297765650439	9.48355971026281	11.8357765490918	9.89811879008251	5.26480207538087
"affx_000056"	5.96618256814982	8.28868666895683	7.34301324550912	5.14973901987914	7.20338979085569	5.54875640912615	6.15362338047797	7.57475187280165	6.83362336043947	7.23860945876175	7.43858034839009	5.29278310992955
"affx_000057"	5.31709074209851	5.63749724451162	10.0802147547812	5.83462403597986	8.46684012569289	8.95060275972273	6.43210707969512	7.74591279413052	9.31622725896051	7.06897843093463	8.66391457930169	8.80673778162455
"affx_000058"	7.63230774373567	8.31325094958802	9.43554984659217	11.6444492589426	9.4682192914126	5.81854144467139	8.27464146569608	7.10223649168098	10.9014025398829	10.5212570241212	8.14851832984843	6.48784760043646
"affx_000059"	7.56647814706778	8.40252386421626	9.14496523571347	9.83201355977824	12.2966104513419	6.9747759339858	7.54426055854869	6.71847896020948	8.8823261848419	8.16141771221968	10.6382454348944	9.05247516791169
"affx_000060"	3.48563978113372	13.2248812499265	8.13843702113435	7.86541521934469	11.1561995883152	6.48407920410835	3.72669596966044	11.1418500493164	8.60437270299469	8.1889249212901	9.68005032164823	7.27640329878835
"affx_000061"	7.69157297601935	10.0086310879603	8.3076297632539	13.3879251688926	7.86818822556119	6.90874635884486	8.4442198705699	9.66200182975573	7.57925601729631	11.9486105704307	8.26169630963465	6.31429494051916
"affx_000062"	7.55028320026312	8.83148252297238	7.85103136513874	8.62817081541448	8.06276044511464	10.215754051568	7.63978287147076	7.27104310210354	8.35080012832444	7.232880205956	9.00293651224705	8.45287492502149
"affx_000063"	6.80103669512624	9.88216126542036	6.61981601406809	9.43043534793918	3.48917728174395	11.2527762445523	6.27833182213164	9.18439411281507	6.0307996947525	7.65907045601053	5.75672318891894	10.7480381803306
"affx_000064"	10.818154216457	7.51823651727848	10.1849271468535	6.82261051343776	1.96197910038224	6.88750180630785	10.8729594752426	8.24166111030929	9.36745186081954	6.94443145047114	3.67403280391937	7.83433975146681
"affx_000065"	12.5308618403734	9.75039116653788	-0.206478016706314	8.13491825972839	3.95731377608473	6.13718193605871	10.4842874410642	8.64499408174611	2.78620772893165	8.95355930115045	4.77193186111975	7.2617673868247
"affx_000066"	6.55211291866808	9.39225445102353	7.24189178406625	3.80012995017258	9.80549877322177	8.67264233321456	7.65037060297274	8.13999151832627	7.73423131456135	6.40542830778515	9.25386958588198	9.6189781865641
"affx_000067"	8.02175381053275	8.15478190011888	11.3733070041926	8.63406177325047	11.0244840942258	1.62168624727517	8.24250958434491	7.94141857358987	9.49951218569663	10.148539972638	10.1908504035266	4.17350909498904
"affx_000068"	13.9589582699268	8.3488861465192	5.13964316376478	6.11167375334414	7.70831085077747	7.65054817540282	12.0732284840443	7.78912778257578	6.01204906538331	6.67668975426033	8.41384524526793	7.76816155698711
"affx_000069"	7.61904088281882	4.69538103604536	6.19496913532246	8.49971371771189	6.61521476709709	6.81574611634874	6.92451778272911	4.96651356424884	6.69914699527889	7.5624000108398	8.7529732407297	6.08935322567344
"affx_000070"	13.8625031921862	5.75879593154849	9.46844612779551	9.67472605114782	5.63293636992803	3.87234245959626	10.6548024082019	5.69834451140767	8.79501449262789	8.89479290667231	8.14131800124097	6.55627633639357
"affx_000071"	5.0954625762739	9.14177199137727	7.91093115843189	11.1455645295004	5.85388556517833	8.16575541002567	7.46143609143387	5.751394258678	8.41558123422884	11.0070007291053	6.81993976197701	7.09422147823776
"affx_000072"	7.86012740254697	9.08527659633011	6.61189162866347	8.918720305014	6.05151420592719	6.7524846702792	7.83125430333361	8.5892937553339	6.92854471349802	9.23122626793117	6.02257636977021	6.87970885056203
"affx_000073"	5.77067086508517	7.02795227214912	11.2299638729833	9.66945779198368	8.00210814534469	9.85729781149607	7.75294298877407	7.14532288864926	8.39257132519917	9.40680621980626	7.51053517513388	9.78465922120957
"affx_000074"	9.54654956358777	10.5437846922471	5.24479425417668	9.01094561636135	6.55583476590537	6.12815500399702	10.0318146616234	9.75055377934461	6.09407694445227	8.7311728242131	7.16827120007312	6.86534929616021
"affx_000075"	5.59020325218922	3.54576544253911	4.30695975505633	9.13034025883581	11.5885573764834	11.09371991104	4.685865918507	4.21955703952039	4.57595706679973	6.87266164730617	10.4851309401882	9.35668618381817
"affx_000076"	12.3498249782987	7.16695391791981	9.55156519611322	10.7563137633459	8.03203260791258	11.4709359799014	11.210800895056	8.37900216238944	9.00867772475839	9.44399874885735	7.83416617031655	10.167066643559
"affx_000077"	8.73447596085057	7.65631506096006	7.2782817888909	6.93069903873374	8.58609044306745	8.29029703754142	8.44087841091046	8.34477327110158	7.669154578556	6.4352260772515	6.83518193905598	8.86762628768072
"affx_000078"	7.37166433725776	7.53280601177778	6.65486158542079	5.90606382028696	7.57936893777514	4.23621860664755	6.98996399046988	7.45350644621769	6.69792591689569	7.18933723601916	7.23366812547222	6.30571652368156
"affx_000079"	5.63557268442306	9.93249392584693	8.11412857759159	6.06585921158857	9.48354226158915	5.56646641580561	6.2393788946339	9.51076171252283	9.04740616395136	7.47276047109865	8.46879021401061	5.61974184141516
"affx_000080"	10.4197738723213	10.4838780483599	11.6676343637987	8.76706979156454	7.9465373297559	7.33916993681109	9.48653568844635	9.96072335368834	11.2243347674645	8.44664435634761	7.93015435256289	8.37736701328875
"affx_000081"	5.67739232305378	8.70057640747079	10.3672314677263	6.47563418164757	7.30163872884604	8.19405714353745	6.31285418453968	8.16037458303704	8.51694179613621	5.72329075101756	8.69661264879066	6.55874278119705
"affx_000082"	9.38521016756852	8.82971766304556	10.5696593964311	11.1678319205953	7.05267080765958	4.89321613619849	9.94522065747707	10.1246271551266	9.7802929993248	10.6495818502086	6.1927796825434	5.62286087285534
"affx_000083"	6.59908793447955	5.75031234419157	5.55767175130998	7.70432745599291	7.53651785240983	11.0344049153471	7.00258876536073	5.63651129154105	6.3729222943667	7.01708665023456	7.07356316913585	10.7046417950673
"affx_000084"	11.4558984620412	5.26487264059064	11.2308047490684	8.73375000488772	6.69599827839807	9.51547293669677	10.2734567810379	6.29998525167874	10.1404455265759	8.62466782259753	7.99579858107158	9.84986180303902
"affx_000085"	7.78949114324141	11.220420766795	10.955450575053	7.11714856959656	5.75733618437692	4.19551602700669	8.39882277102666	9.83292591358537	8.43970481802665	7.06628452377877	6.11021278169467	6.07737381789263
"affx_000086"	3.73951729286048	5.33831634986332	5.55563878887714	7.26366005854012	3.06533070157111	6.12797323840642	5.25578664785721	6.43727319503109	7.19147484267137	7.82724653972033	4.09536182559205	7.37232005195312
"affx_000087"	11.940346745945	10.6446756785733	5.67231081052011	10.6635136538784	1.54153077977081	5.64345257623584	9.77965225605538	10.0950607679795	8.46485580169562	11.1890783259512	4.34027912849453	5.41512723774415
"affx_000088"	7.37886784531267	8.88594247700116	10.5774140360632	11.2870366305173	6.63776142740835	8.60318436464505	7.01130308157896	9.09096623796988	9.20551760054033	9.32638168551442	6.12283055266353	6.57564543467724
"affx_000089"	5.96778056896273	7.71315532157484	9.93876912140728	7.86305763957996	6.77686674020915	3.77078021859743	7.13342267891561	8.29174375037043	9.27811413691077	8.40144488772004	7.57533129778807	5.51306681415495
"affx_000090"	9.80542688096752	4.37130683865718	9.73181216940491	10.0971515017664	10.7475721920095	6.63815027714144	9.12182457467763	5.03290338987436	9.12987462733537	11.1728343612855	9.46422004771139	7.82486663956549
"affx_000091"	7.07535464232558	4.30582984922007	7.23475304129875	7.71852235043809	7.15758808990628	7.53040492782478	7.47463015398956	5.42070990780463	7.31203624814264	8.38524680930405	6.82112598623056	8.26623236077209
"affx_000092"	7.47948138383286	5.12540196787962	7.92441618756818	8.17540978268405	8.90846184654121	7.65950553560431	8.42000117335206	7.10744499411341	6.95459562368372	7.49487291113356	9.14551714216833	8.04010506278347
"affx_000093"	4.59933665972787	8.51072365293243	8.20866607019387	8.73763412899106	5.05123995658925	7.58668056680836	5.8299066495324	10.5750616997458	9.10729532344447	8.51857650353069	5.76430131061708	9.03041040763291
"affx_000094"	5.16335780268718	6.78411896577174	13.1940340359173	4.38760770121237	6.07556497019589	7.92067359860156	5.95525674515067	7.7689784177393	11.9751293451029	5.8178848655821	5.73368059555478	8.16577333679884
"affx_000095"	8.0242441718074	10.4880377534785	9.5512526083306	5.73691644681811	7.6098072956197	6.71888223000774	8.32699248002538	9.92443323883892	9.07792463178154	7.54217802868906	9.39456819816724	7.47998493566732
"affx_000096"	7.1519812834631	5.45257526320975	7.83351323789548	8.29404532203567	4.25883077515108	6.89502493325604	7.35511912813855	5.06291715914457	7.37345374389533	8.36478822848593	5.65036513153214	7.18404827506142
"affx_000097"	9.22065241651036	6.36022426148053	9.11657776149812	9.84113213467018	8.89443187153321	13.4628216511668	8.73433247326301	8.8570508614482	8.50286463946174	9.17922916466952	8.26078222501987	10.7633200780754
"affx_000098"	10.746147869835	2.60712108335271	6.85939165775147	10.7807601726146	10.7906743101398	6.94568568654487	10.2292165727048	1.96944994765144	8.00153964711119	11.0227317757259	8.71034603806799	7.41406030819294
"affx_000099"	6.73725971931462	10.0078424718629	2.67097574536642	9.71917648905938	9.97002284373612	7.21703482354589	7.05792076681166	8.69982177428574	3.655126563055	8.43752917744402	7.4732080801046	6.04493235111677
"affx_000100"	9.40754024717761	5.53775353789626	6.20013502528678	9.47805388580574	9.29538071284322	7.71042971976914	8.30334526104643	7.58246866915348	7.00648890131059	7.85109431251325	9.79900081248354	7.98829002607864
"affx_000101"	2.00491866652043	8.25121725775949	2.05373080650139	12.0939890683012	7.16311894392213	9.36389843280467	3.27867373834796	7.79351488083495	3.92861299519132	11.5421034109397	9.42635995458735	7.80281195253489
"affx_000102"	8.97546089183091	7.00734626452227	10.7390958937805	8.07581593421608	8.70406969775633	8.13673251745636	8.94379880857999	6.94243598920402	10.2145029101479	8.2990809476747	8.81826237192786	6.53318931210568
"affx_000103"	7.37088087906255	6.49212577308749	4.32971855371173	4.33818388798357	7.43929998951137	7.46029540219224	8.29728914100131	7.6306174989171	6.90108315171076	6.33466132034757	9.52478351180843	9.07638258798161
"affx_000104"	8.48420635003688	4.6175255079878	3.83047542024356	8.73524478423358	8.98996513441827	6.78182674731501	9.568315538836	5.1278866719351	4.37945179624497	8.39580016664564	9.32460923673104	7.6221822717268
"affx_000105"	6.031652078877	8.61553304673561	5.64092018867565	6.23168018146079	6.76758165990867	6.94236338226075	7.35750130252264	9.21237443582989	7.02307433354104	5.95019855819215	7.55565769510156	7.13723113078515
"affx_000106"	6.46768786077835	5.65534198051796	13.5414096973585	10.2849895769349	6.96841264325508	11.5949605644952	6.02473145319985	6.19635655891038	11.3704175319387	7.99468063683001	6.56338164821242	11.2914399418837
"affx_000107"	10.6481530861556	7.03741080082835	6.33572591832019	4.86453403636494	5.26127548826028	8.4494899859234	9.65591941562603	7.53447008805068	6.2782034133894	6.90784986882081	7.4259886404429	7.18223504787195
"affx_000108"	5.01587988555856	7.83014494841556	1.20763063227114	10.1368672832782	7.35820733884485	9.51790479405796	5.37110893949468	8.44397590413686	4.55874224167671	10.9305411989945	8.27999058757092	8.026547163293
"affx_000109"	6.63655270269713	8.90271408069706	15.9052820538303	7.11335259646234	10.3911955154339	6.13107362764508	7.95897218044862	8.6995618991575	11.6612574789763	7.38833195806541	10.4884383994146	6.59410179346546
"affx_000110"	7.73661997552428	10.2021073325948	7.00650341286936	5.05946203633933	2.2520754498396	6.78680456240447	8.17618297308248	8.43749519508404	8.10249402524914	5.29697714044048	4.68767234235183	6.61497768850217
"affx_000111"	6.05582295961943	3.8497865085661	3.33151442200952	11.1056972856551	9.93842890121035	9.70962637248391	6.87006853757011	5.11135467963081	4.3603871891707	10.0421337625601	8.74898303363473	8.94057741452576
"affx_000112"	11.0193867672151	8.77832490763028	12.0933823004012	5.45736479084447	9.76817531510346	9.72426040128191	9.86556837456266	9.06229185555345	10.1752710829188	6.01510416803849	8.76094792791856	9.50493764298444
"affx_000113"	5.329900599641	6.6130031826366	10.4268716058087	5.04920184489741	5.6464106531045	6.09277453204667	6.05780686232022	6.4935678091296	11.1268539762456	6.68222033678824	6.34721435903543	7.24101182984724
"affx_000114"	3.48564882182021	3.36923309495298	8.76767279789445	9.12043118839216	9.48290255086671	8.7361035246188	4.68256105860262	5.23725471981803	8.29261482904192	8.45029633589307	7.8760472840076	9.9699439436129
"affx_000115"	9.80724878210685	10.1797513137934	9.20578357734881	7.64095600823935	4.25442147478329	6.87563896161353	8.98220016497563	9.3557846671513	8.96327445300969	8.65820138466146	5.05827656745813	8.09974371529272
"affx_000116"	8.94163967226718	8.60493406395705	6.55550581213851	10.7334696584117	6.6651355349298	4.57206371057659	8.81605480855665	8.6002792803676	6.34006158227393	8.12592109531557	7.90357951398006	6.44947095364528
"affx_000117"	6.76941605451777	8.13639498199592	11.2973928849325	8.81958298543284	5.47668985635208	9.52125197601957	8.05169914629264	8.24035809938443	10.5012865294482	8.09775040752375	8.13577402130753	8.50575975603436
"affx_000118"	8.7969889840729	14.0171479409418	8.293476479381	0.922265981536011	11.2049802813984	3.29256899205384	8.22343802870192	9.96946929609126	8.8188137865589	4.99410083859254	9.70705839825024	5.79839027120858
"affx_000119"	8.11184730889037	8.24813425448537	10.451226828565	4.74635560036327	5.00463778928745	6.68949765005285	6.30010940717453	8.40379852196785	8.71456726623308	5.21864353949811	5.87682857629672	7.2012744032408
"affx_000120"	9.52451504686818	9.97840329705162	8.51975595624823	10.8015624178396	5.09894127404191	6.84801594545178	10.2841895404228	9.05005538096523	8.75329108937119	8.96635207406573	6.82557784966061	7.88866267364575
"affx_000121"	7.35878238798822	9.86817588538799	6.75117457780208	11.9371247312091	5.33522005148087	4.86555885798844	7.33668587121783	7.16116779355844	7.97631026719779	10.7193592881881	6.38251380165294	4.82620580636403
"affx_000122"	9.97022256483025	9.61907197250315	5.48622503042107	12.2976479970582	10.9925970221933	9.10642093347399	9.09999618414262	9.20925715068312	7.16767769847991	12.6588070371771	9.52144875503344	8.55759396325317
"affx_000123"	11.0962157853723	8.4180883532381	6.31939137965624	3.22127624140653	9.65833286547896	4.84384417740276	10.6321086678844	9.45411527682517	8.11306446516578	5.69484539745587	8.21177213648095	6.2035787694526
"affx_000124"	14.1330506366466	4.85074596195566	7.27680831287736	9.0569032142655	4.1848997405075	8.11610122088068	12.587096246369	5.20843763684647	6.40822811457934	7.85910811382082	6.16920036178281	7.69174355517161
"affx_000125"	6.04315259869831	8.05765209594956	4.31559335283346	9.87093630794923	8.5326576544266	8.32289443185901	6.33683807051724	9.13711194026179	7.29284072139868	10.4462151064251	8.72326899863104	9.54847435857416
"affx_000126"	10.4394131346035	7.78919214770888	5.70785438806819	6.62391975974079	13.0543710930819	12.7703780515343	10.9280268830044	6.59441088967248	7.04527732098997	7.84347153662555	11.156551332873	10.0456877132753
"affx_000127"	7.84886511718298	11.6663113549319	8.39291618675976	9.87749256027623	8.8788095043476	6.26750839785601	7.4815909595898	11.6799254385661	6.21099926715734	9.29013091179785	9.20659599826853	7.89833249837485
"affx_000128"	5.52058808956	8.7961138286196	10.9768822878797	8.42315056797527	11.374259364351	5.74641919540593	7.35972074040184	10.4201031162844	9.95447441848768	9.46278847544351	10.1143390529149	6.24504904973373
"affx_000129"	6.77880776492198	6.45608236639234	11.4123009988686	8.83600013500832	7.01139708498577	7.46863492203457	6.79428671383493	7.6596086518346	9.28104472989779	8.79256596364925	7.55752175283419	8.55277863882413
"affx_000130"	8.02954421242736	6.73487935685188	6.31029010943602	8.17057983053238	5.92037508650558	11.9570475852445	7.38457749113641	7.97180547097804	6.4672945475084	8.80379204477233	4.96612309693357	10.0953215757443
"affx_000131"	7.60090844644462	8.75253614163011	10.9676029284325	3.82243682278176	3.00951819904755	10.1401875972376	6.14697021695644	10.0180979671653	8.90885524087861	4.32154923827697	6.58129797353864	9.49567706092284
"affx_000132"	7.51686553087212	6.39781030618715	7.60982494793531	5.7064540557963	5.33415458466331	8.08215152357454	9.41880579887065	6.22159513836782	8.05959178730842	5.79949451277797	6.25531059972054	7.32778733688776
"affx_000133"	7.72264320244355	11.1633363425651	12.0235612937193	9.17272797356642	7.57933679062305	5.46112945717852	6.456160134476	9.94302493432816	10.1199508064146	9.96250539008448	6.61549327628488	5.38569894741659
