"M1"	"M2"	"M3"	"M4"	"M5"
"gene33"	0.512015184672575	-2.21253640683625	3.69948389045732	-3.4215252550225	1.08991788822267
"gene34"	-0.262941137412155	0.624792190193162	-2.12290108334837	0.653160816511801	-7.03087893783847
"gene35"	1.718085078851	1.24659030816005	2.92384676597084	0.783584378206536	1.75022356198772
"gene36"	3.10615551465884	2.33653604647797	4.29426341920561	2.25952197163175	-0.390158891481099
"gene37"	3.56990359222795	1.14050920995979	-2.47210161648919	0.364320785766907	-0.922022361540166
"gene38"	-5.9661054277387	2.27433898562424	-5.05414246308874	0.98453885053638	-2.31695326647442
"gene39"	-1.90949196453389	-0.343970952174458	-2.95483475188551	0.0133482397676321	2.47843743119713
"gene40"	1.0604254189223	0.063753769938834	-4.66255902648268	2.60310839514997	-1.74855310269976
"gene41"	0.886505896812307	-0.0163206550307033	1.04924348304493	-4.15153667253053	-1.96840815092612
"gene42"	-1.54043321319471	0.394942437773441	-1.75167208890424	-3.11808612330834	1.03032931355787
"gene43"	-0.569482669906571	-1.94915562876112	2.99018303271548	1.83636567454328	0.946997353891971
"gene44"	-4.05016642930916	1.43825113601043	0.0591262241502239	0.755340822437514	-1.17961989869681
"gene45"	-3.30286613564827	-0.779749464077684	-3.17263500139112	2.46799051648352	0.2805298725103
"gene46"	4.8196659071938	0.444905274078396	0.127288304555829	-1.72366571567566	2.56484422679351
"gene47"	-2.67997389010358	2.64339521069747	2.21016808990973	0.464703246497285	-4.26288440343153
"gene48"	-1.40230833230859	1.0667249981467	-2.74216470680479	-0.636655216658458	-0.0887324574525374
"gene49"	-3.20362482644993	2.89959637081266	-1.19948430829957	-2.52499777247024	5.03646312964339
"gene50"	2.09006051970022	-2.73005229704292	-1.76548911160494	-0.824292315498626	-3.63153905191918
"gene51"	2.07248201643877	-1.70854330929357	-3.68080191564513	0.856758918233375	1.15234982748418
"gene52"	-0.0768032628127669	0.996937295283671	-1.3369215938939	1.73128971538692	2.06453750661819
"gene53"	1.1189676584309	2.61842062493763	1.98012978936851	-3.53843591339977	3.21545816099666
"gene54"	2.29371384403743	-0.751006759640939	4.92805116793878	3.8127774088341	-3.7733292780619
"gene55"	-1.18669223323891	-2.16339158654399	-0.308472905151978	4.02960479353248	-0.749703671118047
"gene56"	-1.69072801259677	2.23419922210879	-1.56413744727155	6.19182526815752	-3.56078329404223
"gene57"	-5.80060936068935	-1.34022675665233	-1.56490007783181	1.16654129766751	2.95090057780777
"gene58"	2.69418124211704	2.19812161357463	-1.33352703159302	2.03774412109608	2.50784421303516
"gene59"	2.49265868071859	3.33113426493433	1.72199002549288	-3.60488399694551	1.36251424624164
"gene60"	0.783990815404142	-1.00046985288086	0.710076869876405	0.764718712742068	-0.682578162947631
"gene61"	1.06958381463598	-0.514081534665533	0.993498674314314	5.12043070591413	3.55526732815439
"gene62"	-1.08077327665396	-0.774059880971422	1.37459992041646	4.23793709286684	-1.79482095499391
"gene63"	-5.29031816570556	1.41870589192348	0.842403546597413	1.14400768494297	-1.28977533037426
"gene64"	-3.4226242789032	-1.41372042019495	-0.90146641020966	-3.52123043528344	0.670742408104279
"gene65"	-1.95334492259082	0.0850458193509577	-2.34514914627242	0.438129820661451	-1.32314511948841
"gene66"	-1.38859004864869	-1.20820553507083	-2.48123796217091	2.60140202067139	-4.03702104357628
"gene67"	2.06654131677224	1.20606604934487	3.60390947403907	1.52792027059455	-0.95676609186055
"gene68"	-3.64380963120332	-0.41444931746192	0.714064516691573	2.16255378419295	1.68683972861586
"gene69"	5.24469835255826	-1.62445552330922	2.20960098486556	2.9835356390158	-0.721173767652467
"gene70"	1.9309214884263	2.79260421387617	-0.849041661379266	-2.76395078088316	-1.01736114512231
"gene71"	3.24576143404175	0.162295273406425	2.25885910616663	3.56276859809081	2.03406357653325
"gene72"	1.29733496503475	-2.47506805810617	3.88386686346005	-1.49212107729602	3.5315216425605
"gene73"	1.43555374715478	1.0426796455669	-1.7098200705973	-0.569668017535612	0.824210431989746
"gene74"	1.62754838606473	-0.078718821614697	1.40854608504073	0.104700599631398	1.3057395249407
"gene75"	-1.54147802434503	-7.55576630936765	-2.00486945589941	-1.15791763510536	0.761705782231246
"gene76"	1.57976379766458	3.18097668900924	-4.10623333282578	-1.83206536841641	1.23634752512536
"gene77"	-3.00369530228326	1.69990170331997	5.27752174335582	-1.18311030221705	0.95902232754064
"gene78"	-2.48107465832961	1.34953201193615	-1.65551610680569	1.53989753960586	3.11684280173542
"gene79"	4.22678230937679	-2.16414709721333	-4.72108110768819	-2.06517672864836	-3.39560172750029
"gene80"	-3.84184346808039	4.15284262529672	-0.295356629472504	0.862354486910654	-0.231010883665177
"gene81"	2.08480043438211	3.9822052853259	0.572494106747506	0.951379975167927	2.23625393264166
"gene82"	-2.78460465733008	3.64876191452757	0.305959054526769	4.32238293560442	-1.13558543272093
"gene83"	0.62782502856711	-3.00010315519811	-1.30415561403422	1.23763405735549	0.264550595052278
"gene84"	-1.35899984475094	-0.46295807825318	-1.43318545444548	-2.91343364524037	-2.67202362346705
"gene85"	-3.73131785624462	0.940865980109044	-5.10333206935279	0.998014033437941	-5.02460373883946
"gene86"	-3.88101577635144	2.46481453699274	-3.14779834826664	-2.81017887226102	2.25038715124847
"gene87"	-1.53745992623201	-1.36017426485185	2.30749831029294	0.656071863082399	1.55699132495841
"gene88"	-2.7210152473033	-0.00607310513423725	-0.584615668872017	-0.285315859432619	-0.0916641391155049
"gene89"	-0.522388515242209	-0.284543904997525	2.49125562682397	0.753537258757563	-3.61929941578037
"gene90"	-0.958594940688121	3.41089478102369	0.892617449434048	-4.11829369510968	-3.02857759488535
"gene91"	-1.39563676228807	-2.0900372949779	1.03416506752924	6.3406205080498	-1.20041294705987
"gene92"	0.303383146969576	-0.458043390979853	-0.909421263766037	2.79035545819791	-1.18710536439647
"gene93"	0.0868610453677833	-1.33424924738006	1.95378694720488	-0.554450666843258	1.96490415945752
"gene94"	1.48323651876989	1.78607542593188	-7.11329136264146	-0.288032020932204	0.15322805367376
"gene95"	6.69234948096724	2.28582128534549	-2.23315041331098	0.691014826313951	2.11122179407174
"gene96"	-3.58166859975018	2.84425565747792	-1.82140651652832	1.07628652785198	2.85511496097181
"gene97"	-2.22023111018325	-1.21895473185997	4.19619907621158	-0.352182627060792	1.83955149881127
"gene98"	-3.15773978015996	-0.204565131122841	5.69345789565426	4.13109744394688	0.258825422496007
"gene99"	-0.733181814524041	2.50278801271215	-0.666570838550733	-3.20424077038891	3.43597140252756
"gene100"	-2.24727518563659	-5.15408157358063	2.73480678094583	-2.59771084123107	-0.4083855517668
