"M1"	"M2"	"M3"	"M4"	"M5"
"gene108"	-8.78502595605271	3.70399202192405	-1.8246106442082	-2.84733898927619	-0.772234101183752
"gene109"	-0.259138715693325	1.63193791351993	-3.24496959767504	4.85461285136058	-0.108420693922462
"gene110"	-1.40266034108769	1.41971156229167	2.54055834350371	-0.290469196277642	-2.00561854098028
"gene111"	2.19377823888624	1.74000693254461	-4.99440249852899	0.610386720193297	-0.397389862152387
"gene112"	-4.25766995873952	0.253167364739018	-0.55557042853532	-0.569447955678885	-4.45425783620006
"gene113"	-1.67284775290168	0.117894770659135	-3.92299097536434	-4.03952523475126	-3.04719714813861
"gene114"	5.54817103407571	0.488384185654803	-1.24707760954114	5.84625013466298	1.15841742165908
"gene115"	-2.98190008984564	0.0665766928623321	4.06960102611643	0.868497083053493	-3.57309240024578
"gene116"	0.131802833217334	1.89863460082644	-0.987692652087586	-0.918926764708021	0.518051099951729
"gene117"	-1.96478088838286	-2.06297258760297	-0.972731961339911	-1.44882655111852	-1.15455226147335
"gene118"	0.183698568941689	2.18010622689863	-2.13913174534409	5.04138496894938	-3.58541743659793
"gene119"	-3.16111487286985	-0.462831223488809	2.63101077611603	2.94384510371794	1.76037969019328
"gene120"	3.73253283633192	4.68081522977758	-1.67224002491849	0.155648681982166	0.585689075617365
"gene121"	3.56981097183411	1.35512474234561	-1.17837237770017	-7.52865666019554	-1.73205375460132
"gene122"	1.86321324491283	0.873738487416499	2.29478094647911	-2.80058560469992	-4.86450901972786
"gene123"	-0.851895215519708	-0.402171318166388	0.0387696744923835	-1.02069974586599	0.928140066448806
"gene124"	0.135181339422186	0.693197840974923	-2.7243826420542	-2.3710932925351	3.43470176412252
"gene125"	-1.7350138703756	-0.0453325488557003	-3.48703088506557	-1.78147885890803	0.890328946259454
"gene126"	-0.91501422483829	0.845157574408908	-0.528826171903667	-2.82474060901625	0.095143844966978
"gene127"	-2.76272263196011	1.58395883113896	1.26519462964045	-0.0807575579664667	0.644187603094657
"gene128"	-1.12773019124173	-1.22599474937871	2.71975019441574	-1.95151089019334	-1.61273036059611
"gene129"	-1.6570003546781	2.31463076741876	1.590758949306	1.92086132484383	1.69704578667454
"gene130"	3.7454731885183	-0.772749050899833	7.9699768678628	4.5296513968229	3.04568741261481
"gene131"	-1.17530870213385	3.69187658137469	-1.54311768660029	-5.68055948241033	4.64487045646797
"gene132"	2.60729661188615	0.856990582563168	-1.8942887749463	-3.37967937781863	2.71689271865274
"gene133"	3.57688890401821	5.52840532224101	-0.554805301775682	-3.33052829951252	1.03889344364331
"gene134"	1.2216304416893	2.4825995465603	-0.0752374660092188	1.27793201160697	0.255154906337554
"gene135"	-0.339913798180695	-3.39298429195355	4.94312694676333	0.0266072578185602	-0.397788669444773
"gene136"	-3.32205277861867	-1.70718108343561	2.04960670921024	2.87722031916018	1.60767346254468
"gene137"	4.28543796486498	1.01452988715679	-4.04524918491289	1.39454339347883	-2.31786786215379
"gene138"	-0.204231221748421	-2.77133380963305	-5.43382801228313	-1.57972094568712	-3.1820447515597
"gene139"	0.975601504325418	1.74295031504087	-1.60618714225874	0.294727633017992	-0.304149674692704
"gene140"	-3.01975972587607	-0.280693115805873	-4.17422043971436	0.512782231940775	3.00386954358051
"gene141"	1.69354846199828	2.85039114822169	2.00546473397904	3.12629140018864	-0.881443574611986
"gene142"	-1.82525139749741	0.878721622958216	-0.838727579253284	0.82786657232867	2.11534343857348
"gene143"	-0.0771318130430233	-1.23217554540882	-0.259823074436695	3.52158627519476	0.577147576398705
"gene144"	1.60751052801542	1.49620025020364	-0.464836103285333	2.75256127573474	-0.862981579188347
"gene145"	4.36849018271762	-2.79040174630497	-3.22071022579623	-1.90097776006629	-1.40017403631576
"gene146"	-2.28691882807193	-2.24231860115999	1.08658261731286	-0.709888829240591	-4.18961652553541
"gene147"	-4.73222710685254	2.39408938306135	-0.810244309091258	2.7374029991371	2.92847916134721
"gene148"	-0.70825099328596	0.472349797013186	-0.346487591597167	-0.926481028201601	0.313206131480678
"gene149"	1.81570828577447	-2.91141943383347	-0.559340204188359	-6.36273928279406	-1.8603677335284
"gene150"	0.267004172434008	-2.48751236162262	-1.97695014275962	2.0607042489978	-0.00440521471479014
"gene151"	0.299112447538289	0.541494788680482	1.19122110636426	-1.08335312451811	1.5710692132318
"gene152"	0.935293033399543	1.20920246824441	0.716113345930043	0.0104732676124227	-5.77889498901803
"gene153"	1.76472887969925	-2.80966600999182	-1.18212380090613	3.93485177670745	2.56815222659226
"gene154"	-3.12722530525163	1.01579536957743	1.6992464017802	-2.47886239584183	1.33418330506061
"gene155"	-0.163289273832647	0.108896634060397	-1.02751184769891	5.20734650888397	0.972860913031853
"gene156"	-3.38033013584434	4.01383450547964	4.9455907448496	-0.962013757927709	1.29996651813123
"gene157"	-1.40680982833041	0.741062140937392	1.75760008968163	1.26533959139996	2.03492876054604
"gene158"	-0.485028972005358	-1.00935408999217	-1.51523311683632	0.58101158920661	-2.73728671756594
"gene159"	0.665128126517536	1.86469626691482	-3.21967138565976	-2.65485311885194	3.94563273572021
"gene160"	2.50481512831407	-0.353073760106147	3.47487447963322	3.09518911233423	-4.49557445969728
"gene161"	0.584568442792381	1.10013435532303	-1.06296240893675	4.19615708856108	2.91770473585791
"gene162"	-0.692786694321134	2.9540316144229	0.330871091351201	4.63444167183152	0.458212628185371
"gene163"	0.579526761088912	3.59177831197351	-3.83287430563938	0.865855809203085	1.32958594475649
"gene164"	2.69795149126691	2.42122364721625	2.55530616753182	0.41690131409833	-2.00206284311574
"gene165"	-2.34140486723027	-2.68953532364894	-7.25447700948222	-0.173859426420298	-2.15572396617061
"gene166"	0.440093769486802	-2.33378472167612	-0.178889751505661	5.00433379412132	2.27902217324491
"gene167"	1.17248113860737	4.79180358017178	0.320188689459789	-2.34382719086391	3.07563151575766
"gene168"	-3.77998590803209	2.63204732716714	1.23967304156803	-2.93410078063227	-1.484165842593
"gene169"	1.09461253138532	-0.977358350179184	0.86571162460369	1.65949807200244	0.294980164968595
"gene170"	2.13302230583423	-0.794936697316159	2.99257486565002	0.371365377273151	-3.55673627910964
"gene171"	-3.15342219498489	-5.26978339134874	-2.38719409317381	0.712321451406739	-1.97867177097608
"gene172"	-4.15197094614376	-0.80279772096428	1.68279882663253	-2.18227068491969	-0.215339861203256
"gene173"	3.48417087343135	3.07905003358505	4.39407455617406	-1.65493663169064	-1.75343145064003
"gene174"	3.09830095657321	4.07738132766794	-1.94387862512332	-2.92879134512327	1.96824093944495
"gene175"	-0.435773128954245	-1.19949088857873	3.38544805448588	-1.40222683705343	-3.99134912776688
"gene176"	2.02215744442126	-2.95687543204411	1.47539936153339	2.71499807642746	1.67149607769539
"gene177"	3.93739607733646	5.01852984124879	-2.2737958660358	-2.44235008069193	-0.852572428847357
"gene178"	-1.48603911323759	1.74706385928846	-0.0877522196039846	1.33587392760711	-1.34635106264272
"gene179"	0.709023272767324	-1.05425224990348	2.55557886124434	-1.05879800294728	2.26726186008172
"gene180"	-6.02119985232463	-0.586885216456307	0.676810594462547	1.06787778723286	-2.38460910354812
"gene181"	2.54427163779452	3.84657079861154	0.687992815511432	4.90558844937817	0.355032271868208
"gene182"	-1.81072437910892	-1.17083874138242	-1.1439021397625	2.33648067773627	6.64356461688688
"gene183"	2.11098536481879	0.473922233867787	-0.0424441335272255	-2.1713198333142	0.305589278199733
"gene184"	0.0652532049477499	0.321312897227079	-2.62233757266226	-5.12268090684227	-2.86902354015941
"gene185"	-2.37478340561731	3.5522624394642	-1.35170709589154	-2.60334367414846	-1.71467835507866
"gene186"	1.75659921102183	0.647862055567392	-1.82949263355996	1.78973118479867	0.620320447479272
"gene187"	-1.20893225579892	-0.736499385686283	1.13529932347755	-0.162902173804591	1.30520810752273
"gene188"	3.04523952818989	1.70886145723851	-0.611004611785661	1.61501861052702	2.2015383074775
"gene189"	1.34808326948358	-1.57686034662111	2.8979655196346	-0.412458550480859	-1.90803155472523
"gene190"	3.11403156295392	-1.29780748984967	-1.67931102155103	-1.3155456225639	0.0908157765269361
"gene191"	0.473334372136975	1.16882594521827	-1.71585323363195	-3.61485550059658	-0.477631759854112
"gene192"	3.07624339905819	0.448586391061925	-3.77821533052167	-3.19232387364424	3.14719643169878
"gene193"	-4.5767962452147	0.287779437617337	1.49863546254662	-2.73501958063513	-1.00606611006722
"gene194"	-0.125082803524368	1.0330697219744	0.574953579508323	-0.0649049194060836	0.649276178082651
"gene195"	-2.64377796404998	0.101881878300411	-0.511509275034435	-2.84270514331967	-2.44498754851948
"gene196"	1.32073544423929	2.84020971819814	1.83270755945918	-0.252681603749618	-4.38398845294852
"gene197"	-2.05470736527522	1.09716862457584	-0.939004656838805	0.508504793181796	1.92269801443794
"gene198"	-1.6192426200082	2.81926089716537	3.30770628796341	-1.97750036434364	-1.59892144179984
"gene199"	4.90204408093606	1.16903814778794	-4.34869714539979	0.179360085482256	-4.29414493441662
"gene200"	1.22889698568903	0.696860851485608	-1.17318445051016	0.390629709521352	0.255140849213985
"gene201"	-1.0114285828631	2.2414736135318	-1.6761155646691	4.73102269668766	-3.16174108117579
"gene202"	-0.80084574999222	-2.29072560808865	-0.555468163546314	-4.63824117894295	-3.733633148184
"gene203"	1.94350969492305	-4.16904296910853	3.30519649336305	1.19823724094671	-0.380020182390458
"gene204"	-1.68815679481362	0.248406570427649	-3.43301860882685	-0.133692521269531	-3.13239866991889
"gene205"	1.20123735322536	1.01364053939422	-0.32097224358878	2.37299246143269	6.45411608862705
"gene206"	2.75287483273673	0.539710601777023	-0.193809353911533	2.94495954298765	0.501257782505126
"gene207"	1.25850558070561	-2.71757379312715	-0.666609951974996	3.93582717378947	4.47028124955035
"gene208"	0.770976780681784	-3.16563239025606	4.44124731559363	1.125383409035	-6.54040967949054
"gene209"	-2.31667264883165	2.44280667456183	-0.943738886798604	-0.093159370501777	-4.88414940632203
"gene210"	2.03472433980478	-1.65303709805024	-1.88063072492384	2.89168659094862	2.90911880443605
"gene211"	1.38644552712397	0.0330856593388238	-1.75499980854492	0.205412360185023	-1.62508322807011
"gene212"	0.397959665469938	2.60006768030184	-2.9512477174825	1.24005235291487	-0.336455554979328
"gene213"	-0.360499058574547	0.750695611993185	5.08453945567101	4.24022499665833	2.11829425399129
"gene214"	1.55528606863585	5.24083654407026	-0.0884058840071216	-6.00038059964086	2.45942352190188
"gene215"	0.535720443630811	2.55252736663361	2.04438284905635	2.36235607305211	5.64151281075468
"gene216"	-2.4259878130404	2.33850870765057	-0.577540691438047	2.72843012667711	4.48830751808012
"gene217"	-1.30070455343998	0.861236026477272	1.32199845500971	-0.466014441468516	-2.48131811879128
"gene218"	1.5280613200748	-3.70814256996326	-0.0230608032838723	-0.67716391640645	-0.119547219918717
"gene219"	0.957350664102991	0.157748989727217	-2.25951192295203	-0.886875627985392	-1.08497497597887
"gene220"	-0.0654287147001274	0.89683474004829	1.88544042802464	1.98493767139537	-0.904065882566562
"gene221"	-0.125101312697871	0.830853633801229	3.65708036640795	-4.74274786683648	-0.137964178561413
"gene222"	2.54654762806734	0.66859530718322	-1.73666982129723	-1.31899933602573	2.65902341416268
"gene223"	-5.05714093333889	1.93776554694192	2.27391167359422	-5.73379520599237	-3.62457412564053
"gene224"	2.42067396192494	-6.42973606607386	-2.75920109931435	-6.09706019845598	-2.3681886570697
"gene225"	-1.86553337871499	1.08175501259212	1.07077361676544	2.38018820633814	-1.13662629325506
"gene226"	-0.370421863132279	-0.741255075398807	-3.87644979545332	3.39814288894922	-1.07868560794726
"gene227"	0.847117268015041	0.628865879011841	5.83058196710318	-1.03552463727443	-0.808039423006803
"gene228"	-0.996980464800291	-0.494584779973059	-1.84256028461554	-1.69213095872021	-2.39645675304874
"gene229"	2.62007573493428	-0.465580918950225	-5.06757411434611	0.560124964849537	-0.560129525173693
"gene230"	-0.772053048185943	-6.36307347197793	-2.62898523145758	1.78866563379419	-0.151572990613648
"gene231"	4.00482572937655	-1.26607880213343	1.88190824313888	-1.94194071392421	-2.40479169792563
"gene232"	2.17917458253602	-1.07575108965856	1.5285177271097	-1.39481590144884	3.24737629067706
"gene233"	0.129467012854718	1.54649700098607	-1.50511342022374	5.28690611375708	-1.58108032430432
"gene234"	-0.71958945579141	1.94617651261995	5.49875090154906	0.41153776263724	-2.94318561461798
"gene235"	2.99721717752808	4.42170322564323	-4.06116122464595	4.36215409521954	1.17745574060542
"gene236"	-1.71525441095548	-2.29042563795539	2.00646000818078	3.86473337136335	2.07290078316143
"gene237"	-2.66906379914083	-1.54341781367591	-5.77218201664144	2.22021178269098	2.31665527134606
"gene238"	-0.47610648767125	-0.19851556306072	1.04120952209775	-3.6135398445615	0.0890881854322021
"gene239"	-0.345050702968435	0.00578380021898903	-1.14624824867246	3.83577183180988	-1.43580067158057
"gene240"	-0.111213144201972	-5.75041431113614	-3.81351905131473	1.52489796336063	4.37757949493062
"gene241"	-0.164995262239018	0.485935645250825	0.0873021793793999	3.64699569048478	-3.68138875348635
"gene242"	-1.61369154663284	-0.371958812170782	0.937422848467179	-0.231861487169274	-2.15125970970186
"gene243"	-3.196278371152	-3.4607135125629	-1.83317976642688	0.411483023838936	-2.36979124471601
"gene244"	-3.01616489386082	0.305926922947837	-1.14543404384879	-0.991605700583662	1.78523791628313
"gene245"	-2.75384095747905	0.830256323842271	-5.39975503661361	-0.106470906481819	2.68712123744335
"gene246"	-5.74315433259555	-4.6893573129825	4.75417608113518	-3.41564536513776	2.02470344035845
"gene247"	2.69164477999968	6.7022331534744	-1.20491672470012	-0.609642318528466	-0.72357488343548
"gene248"	-0.587798509599732	1.53805582512475	-0.0145821161461424	0.146358182101231	-0.0996436904950037
"gene249"	1.01097477472616	0.0738540407461751	-2.91959790819755	-0.329000096221212	-1.98374995760664
"gene250"	-1.2023181766796	3.74431802243228	-2.04751887152097	2.65233618412985	1.59100384245274
"gene251"	-4.75282219469173	-2.55748289883572	0.981482963647573	2.89602326364941	2.86504416728228
"gene252"	-0.269839159892791	-0.460729980800357	-0.653281873546417	2.4504781264461	1.50468757356301
"gene253"	1.25139841190397	-0.619733194684365	1.68620699602622	-5.17027844077769	-1.01647618005544
"gene254"	2.29047228696655	-0.20651622641507	-1.15088978169938	0.917908216896175	0.272676661775391
"gene255"	-6.11986709725757	-3.40304817966493	-1.77376494249334	-1.17086763647402	0.778368621501845
"gene256"	-0.809475474971393	2.63240978903841	-2.48693310639398	3.48209642706131	-6.3663845572744
"gene257"	-0.71275996129842	-1.80500842575573	-0.873915880569318	-3.43939471340213	-4.32128559890699
"gene258"	0.348021800076428	-2.52015113177225	0.100656020161115	-3.63774195335059	2.33286372979748
"gene259"	-0.466858329178387	0.402997782051353	0.58837541547065	0.986295654673097	-2.01258697315264
"gene260"	-5.75440647668692	-0.344568726160308	-0.284972941373455	1.93182002066001	1.18220815218525
"gene261"	1.01699796854908	1.03121786182504	-2.02330856872913	-4.47530801636004	-1.14507248759142
"gene262"	2.22190995606418	-1.13582425448299	-0.459827426947515	0.152594055265187	1.93373471559688
"gene263"	1.60535043267397	-0.771405261172667	0.152419437928989	6.84697820550366	0.400763918922986
"gene264"	3.77080686568871	0.380851334409252	-1.13507847961879	3.74804548400817	-1.87894678830188
"gene265"	-0.727993003021616	0.69289244381754	-0.186403442479177	1.46455123288144	1.09287785966769
"gene266"	-2.09479543527031	0.328511910447567	2.34018327462421	0.334115792364682	2.95038794187844
"gene267"	3.99187705601017	-0.39977690925927	0.605039944235777	-2.20980949398539	0.997405133631874
"gene268"	-3.67551398483868	1.72485293875597	0.806005679268637	3.40938516897735	-1.1802927227883
"gene269"	-0.0780524837840253	-0.448029164159864	-0.645111232634195	-1.42219587664169	1.16276321864317
"gene270"	2.66600758009936	4.69615451747009	1.77067611207343	1.10522004065845	2.05304944596522
"gene271"	-0.553245223042281	1.3464138259186	-5.29199668207692	-1.28551332140545	-3.98427430865828
"gene272"	1.63783999383023	1.34028666170248	3.80036414893175	-1.98748945153335	-0.53512587787041
"gene273"	-2.21465065589343	-1.91387720290497	2.13773404059684	-1.92928831447494	3.72316912264976
"gene274"	-3.56447371072681	2.80583465174807	-2.20142535397944	-6.38463798012534	-0.831468156567751
"gene275"	-0.0203039279656007	-2.02927565728269	1.65042444643419	0.392698713903763	-4.08422839559364
"gene276"	-1.29903613551369	3.18458878023182	-3.92601774452922	0.137385544711888	0.879075222034002
"gene277"	1.40500098041635	0.117695438400957	1.39265648357939	2.19934788016377	1.67983530089331
"gene278"	-1.85079627368403	1.53312734424247	0.0639712586170329	0.0115850439330437	-0.622022387845449
"gene279"	7.02293764826936	2.31147692960072	-1.34127806531075	1.9869000775469	-2.64427670547728
"gene280"	2.64214769009997	-2.02141964561412	-4.99424367777288	1.6699279233827	-1.21770885365181
"gene281"	3.30708444910513	-1.1500393714064	2.41555392847243	-1.02827143397182	0.130571448429857
"gene282"	3.18137151374511	-0.773759233029242	0.0573483477048744	-0.767830573151171	-1.39608430283492
"gene283"	0.426208355013375	-0.0647916068552054	2.60376225372673	0.476329670342088	-0.736079098297524
"gene284"	-5.46955432362771	-3.2402288539324	2.7173198287797	2.56022534801713	1.75406047262363
"gene285"	-0.918529795671464	-0.467362780326257	2.24662392977692	-0.00942201308752293	0.401792299424709
"gene286"	-1.42728929178589	-0.372752930915528	-4.45612691327891	-3.63397299941402	1.9929806779337
"gene287"	0.972272082528544	3.91247838387391	0.805662938151036	-0.49516242369697	1.15201428964382
