"PIG.1"	"PIG.2"	"PIG.3"	"PIG.4"	"DOG.1"	"DOG.2"	"DOG.3"	"DOG.4"	"COW.1"	"COW.2"	"COW.3"	"COW.4"	"COW.5"
"Gene.15"	-0.419351509891915	0.19371886515746	0.258558718528958	-0.0410293854574357	0.636693462630951	0.258952246842163	0.203043514211613	0.625421467508824	0.545263904782083	-1.56269456917913	0.203044546447335	-0.555986011032408	0.357548370179905
"Gene.16"	-0.345249928190962	-1.26035604088109	0.204483011477303	0.12634665438102	-0.0172275985640187	0.317777125235816	-0.368807978098713	-0.587959358782392	-0.403822815437524	-0.0855317865435558	-1.03504004368537	-0.182410228604299	0.139371509053203
"Gene.17"	-1.04927613272932	-0.149658110911134	0.27066867001995	-0.646627941833167	0.243762359856995	0.404480412371724	0.380012841808048	-0.19835741429983	-0.727305712398785	0.133210328785391	-0.489947604082787	0.52047912604523	-0.557698405959797
"Gene.18"	-0.0763856856383772	0.110252494369826	1.16025445182493	-0.303193947007549	-0.0652845146396554	-0.202159391728407	-0.421308977617507	0.0552368977444318	-0.124760741762582	-0.70018024269997	0.556203660442939	-0.327368086221502	-0.182674289534026
"Gene.19"	0.872157933187992	0.122484803678847	1.28144197273406	0.705300253457935	0.544924706512131	0.678423429834394	0.0461343345312419	-0.828792850295833	0.68095755431523	0.541879964728509	-0.382184755202548	0.22558515838211	0.471201150744894
"Gene.20"	0.0891182200971986	-0.770440512669439	0.086297682189731	-0.339313951459915	0.650216816671461	0.715992834392669	0.561944868089607	-0.0162479186174558	1.18444243470116	0.329406947561088	-1.18478769730909	-0.098525982831125	-0.6833916193974
"Gene.21"	-0.151352031791315	-0.130737403978685	-0.0291189028302615	-0.326963151860642	-0.309756765960738	0.506388802560418	-0.548692194940593	0.183122966387371	-0.661953184301433	0.53982596985764	-0.368396190470724	-0.738602493577966	-0.0255734953037361
"Gene.22"	-0.0788885205214521	-1.25905720742619	-0.761072045482481	0.321908761689514	-0.140089052718748	0.14617976029943	-0.394613022470285	-0.775209706307734	0.225484079313886	0.0640447365084253	-0.620606205671453	0.265493151935294	0.758160485333935
"Gene.23"	0.228020687997784	0.145138057614619	-0.326426973090031	-0.0208517732515617	-1.53093180733501	0.0762932041710403	-0.0933693774238387	-0.257132173109362	-0.967756956301284	0.486109868239514	0.472626205123665	0.43110264717729	-0.121860591150658
"Gene.24"	0.134665406054285	-0.595075379869193	-0.374319912997944	0.152603888917861	0.196507447155051	-0.69118631119154	-1.00529587445774	-0.0445825695377935	-0.0979588546583203	0.0624486662747816	0.460684448842797	-0.259287695802573	-0.448100099946644
"Gene.25"	-0.779015608307578	0.0113258256195591	0.00956981135153177	-0.075102969441847	0.0272015704525642	0.212507733382691	0.0598743723585437	0.197596010559489	-0.666184630717272	0.47936557524722	-0.0305186923755844	0.0744779777799204	-0.252646150151254
"Gene.26"	0.356697801593491	0.856120909153355	0.573064736738192	0.155285144672645	-0.18232190918477	-0.179441153828372	-0.620499053106487	-0.384382490897936	0.108251898011765	-0.0181569360916444	-0.0966406697730075	-0.453928407195168	-0.404081672760269
"Gene.27"	0.0902611781183736	0.634760708349598	0.499268675550192	-0.132705600507742	-0.011524532998649	0.384674787155256	-0.409526374501965	-0.0686502411856317	-0.287238561267327	0.620660151401935	0.0577594418137381	0.0634557051056196	-0.110857928254958
"Gene.28"	-0.313785548880402	-0.226062818585474	-0.406284819093864	-0.69206147362072	0.303962519501943	0.757945365382312	0.0470688884335455	0.0211971011591124	0.150328934637335	-0.29229214468279	-0.252570135808728	-0.62930637546537	-0.160038852123652
"Gene.29"	0.114300856203547	-0.236396695704827	-0.918085667650551	0.619664521720768	0.315791618885395	0.229385245384409	0.374350018487405	0.10163872373017	-0.0735861572823436	0.114312426862163	0.916000161731417	0.446575199017123	-0.862943082655193
"Gene.30"	-0.145700906158467	-0.426247794266736	0.42866824042947	-0.0618138382771898	0.986403641164795	-0.20896262268633	-0.457394944190642	0.314513754547679	0.1610999514448	-0.177167169450546	0.539632605492857	-0.99416797980002	-0.737641155981013
"Gene.31"	-0.122852944829923	0.0883610099298895	0.366162190450827	0.396008778083029	-0.375970697797882	-0.543871248036595	-0.134877582644501	0.388529011881884	0.77277778529381	-0.531521931913884	0.606995722807901	-0.561280019599797	-0.535075073366385
"Gene.32"	-0.424097997541261	-0.650844711065252	0.183000256035224	0.217199148700762	-0.0388869924881276	0.58663830927944	-0.118186670039539	-0.253319525040361	-0.678664220771609	-0.382190590124708	-0.74237932002868	-0.281253278316344	0.266370490441179
"Gene.33"	-0.666109328119118	0.117590302265632	-0.191350938228167	-0.262553448759927	0.173185151548895	-0.301822315176003	0.00138453095060035	-0.127850969969624	-0.13491328509171	0.0173072692491545	-0.127626201681594	-0.511991909052907	-0.267287632592487
"Gene.34"	0.00616419201992511	0.489126639361548	0.292226932336039	-0.724289914276773	0.00940140573263298	-0.240449901194999	-0.218289489510687	0.347457944132107	0.229171079595508	-0.0295897327481703	0.270400683699225	-0.188700881148438	-0.260195711911758
"Gene.35"	-0.6341413836522	0.456200496435174	-0.114023464663355	-0.529036799938779	0.465592556265825	0.44729987591099	-0.0174470390994725	-0.479450892717249	0.297988475144122	-0.89011073140115	-0.57985022013448	0.0805847424990091	0.424172832059517
"Gene.36"	-1.03646195078716	0.44481376168304	-0.0866047772431932	0.344716047423368	-0.745118295005342	0.121426259020345	-0.0505920715395533	-0.236069005308483	-0.300956113872503	0.379293853402006	-0.109395038109197	-1.21994856776446	0.584464714325357
"Gene.37"	0.94951502478699	-0.242724600691058	-1.09065761573496	0.597758792596981	0.129550389947708	-0.306356100039287	0.235081050880358	-0.194443325312109	1.00890383136194	-0.875724113859902	0.0964796406471658	0.543898212429039	0.66539074305417
"Gene.38"	0.444098405211361	-1.07182080812704	0.879474504182003	-0.0499500109555333	0.025431418332686	-0.67615455743872	0.702444126796491	-0.859946562169718	0.786748057148707	0.435284086801583	0.0681956558798955	0.3074651282425	-0.124687324642711
"Gene.39"	0.156974022354661	-0.255868438575694	-0.658951950517428	0.535830804582116	-0.439946604846959	0.000182505927021969	-0.485734019511401	0.32864851812624	0.164202450793195	0.141663346500737	-0.662228226303573	-0.667085310685727	-0.695758587159121
"Gene.40"	-1.14654941076732	0.253851311174419	0.46540670983713	-0.549582521863601	1.10030392288637	0.408023320215092	-0.619427054121109	1.20053455207079	0.567915280628005	0.334442843387181	-0.30497892126016	-0.434167171645318	-0.356919868804034
"Gene.41"	-0.144207689062141	-0.349288796119235	-0.208537027736196	0.335477219096716	-0.798633106758	-0.494760256115517	-0.158799568983374	0.524422650894173	0.539191144232903	-0.560350125939544	0.886100650138769	-0.393602336663142	-0.45487307397325
"Gene.42"	0.68024508341003	0.575176554340604	0.158468150172634	0.406461315007265	1.14474373428609	0.647645050410883	0.6032009940483	-0.442414641978892	-0.261883369150826	0.372466313659902	-0.323192746073456	-0.578260952092789	0.72438592236068
"Gene.43"	-0.0144792956586147	0.958009643961281	-0.186040228257686	0.0726090218073981	0.114992996037075	-0.41318529412349	-0.290880382846674	0.213900828217009	-0.0509656899454435	-0.0973267113822995	-0.62840746577802	0.0467637601810179	-0.0599441213447178
"Gene.44"	0.84869895146616	0.537263964944022	-0.750221175383266	-0.340335013702862	-0.182391003727656	-0.380301663349508	0.376904537105278	-0.0813043668681382	-0.453755003073444	0.145493335434799	-0.202742341283516	0.176015751379489	-0.304473199472325
"Gene.45"	-0.321330911097336	-0.265712650256937	-0.320989556095893	-0.406402495708689	0.220539402871537	0.0207543092206215	0.574042881313725	0.975442873836437	-0.41491276678738	0.0574117279999624	-0.742631620156742	0.541348394144656	0.222665841846844
"Gene.46"	0.171506228740921	-0.396745310084358	-0.703010677524295	-0.03705001860978	-0.157998162795734	0.469926644166847	0.209838325470622	0.331584091613321	0.52548834979547	-0.21883375924527	0.229429941389166	-0.280738617886967	-0.142825083288247
"Gene.47"	0.0463604391871005	-0.0797399665865423	-0.570783381031773	0.116902055630639	-0.76434546506364	-0.459535663544224	0.0348141841714735	0.28152358554029	0.69421693113596	0.922993930290632	0.710504564674307	0.108354861199952	0.120139781063907
"Gene.48"	0.60072782162268	-0.712942494219488	0.364670501315582	-0.0525227467516874	0.718016328980941	-0.510814917312911	0.496144978393031	0.234145353764275	0.133766922562866	0.717994468552779	0.49504661378122	0.113613553914369	0.386135269407878
"Gene.49"	0.254556436193054	0.422471621031658	1.23739017670283	0.159947991870572	0.347003111936789	0.490190642311376	-0.12034370169496	-0.16103443234263	0.697820420971559	-1.1050483404734	0.432167335065194	0.193924012108767	0.220003047276749
"Gene.50"	-0.0815162669541955	-0.452811175163247	0.617546288839413	-0.237052775316983	-0.443853823469784	0.100226098084984	0.277478811828357	-0.560376534679583	0.285908529908323	0.69246219908748	-0.0122956011700917	0.513500782536465	0.271232067255174
"Gene.51"	-0.250292158083536	-0.371450330358695	-0.407786710203628	0.059464582590062	-0.579666744510793	0.27170732602121	0.107380424763475	-0.307793141284624	0.528504820053628	0.100275461971441	-0.119056476591492	-0.0529410351554107	-0.243116630843141
"Gene.52"	0.242257922549983	0.884488496070256	0.469970740122001	0.129761336836795	0.420411938820053	-1.05820586015381	0.231362190472972	0.184770606321239	-0.689052526298408	-0.146123912032047	0.846608637256461	0.540813399312997	0.148360276431565
"Gene.53"	0.335509249789167	-0.264769764293272	-0.661245270402139	-0.257633233836697	-0.373772345452831	-0.332998692071599	0.382283687563803	0.201953012926042	0.0462906100549771	0.233361888965885	-0.0320639222199902	-0.489578458893032	-0.30374583430619
"Gene.54"	0.329560752276548	-0.732984091357735	-0.102626352833366	0.317535759808909	-0.607941162286603	0.551782328518023	-0.259668705593504	0.420976223174292	1.22817625634247	-0.308871140590878	-0.15698316846718	0.101341936986784	-0.0781329607681708
"Gene.55"	0.130642539456439	0.747998657350073	-0.456858655298553	0.190085740120799	0.348227498732924	-0.42422380613379	-0.311676579111798	1.25294385480418	-0.710114332626146	-0.313293870200939	0.193988588674891	-0.409051297294367	0.504635598767
"Gene.56"	-0.720659351347437	-0.0874800786941373	-0.482688330238988	0.56643111754985	-0.851874748311196	0.732827617709666	-0.0131775006085889	0.454409416690076	0.374219917134191	-0.291163893137104	0.494263996466913	0.151350080176681	-0.230396029359029
"Gene.57"	-0.173799487028954	0.13933060927739	-0.698141024618494	-0.2267374214924	-0.524042571656108	0.0446381764587493	0.358727566544184	-0.0361852236026004	0.0525355009748283	0.37441875251705	0.940815037305427	0.211938328770888	0.177040057940916
"Gene.58"	0.634759171352478	-0.229384704484705	-0.0349375056524558	0.685756360604475	0.154530115883235	0.765087332442618	0.123161410380945	-0.246334643750083	-1.37204377552482	-1.05652224224479	-0.677819836447394	-0.669291920910074	0.474446930253227
"Gene.59"	0.278550976262284	-0.755443821288959	-0.420012494618965	-0.284479078636131	-0.680438822735809	-0.0577667701629218	-0.0505822863296846	-0.519709046310865	-0.375235982646377	0.179432521809584	-0.18819650332222	0.73719785312347	0.624121532216703
"Gene.60"	-0.223173738826367	-0.274226958384888	-0.160877436571129	1.59185166578117	0.0142273274173038	-0.491217842315225	0.0252429990988299	0.413255008637503	-0.180329165370669	-0.228625661848744	0.337245190434567	-0.497426488339198	0.0919085628256118
"Gene.61"	-0.0100291125754981	-0.52071760862564	-0.279350537891224	0.265155395459493	0.725757855655407	-0.388205570967249	-0.463511428010074	0.644048486433812	-0.0115415859700054	0.0323418493579382	0.180441344332252	-0.47825503593408	-0.473494287489025
"Gene.62"	0.592330352542496	0.355061331585956	0.0518061627682072	-0.0468430646206358	0.472810330792065	0.677010000463202	0.328318908935097	-0.198140883212821	-0.050495284853856	0.124454907159119	0.02056745844075	-0.508737738509049	0.306591090405
"Gene.63"	0.00990912916529378	0.325257267753518	-0.0555877982599867	0.503087616357073	-0.232181327030555	-0.118852745800185	0.797850155283583	-1.31499832232179	0.534816733977032	-0.864961657131311	0.0585575404726069	0.611143741083975	-0.556976374429584
"Gene.64"	0.232800910516922	-0.458976744355995	0.484495243965486	0.100657666468778	-0.0509441184272248	0.153823287472153	-0.516135777473377	0.544741822720081	-0.485009313999759	0.383092437273102	-0.404261636138297	0.0192733104992584	-0.51102094727509
"Gene.65"	-0.353604231508332	-0.296917220083002	-0.147741964825789	0.632820597067285	-0.30115751050994	0.0880105818661536	1.09345874797415	0.725102390868533	0.409631214402568	0.753579376475508	0.382549580987898	0.572758945296265	-0.491390320737767
"Gene.66"	0.0826589991194904	-0.48877134566535	0.0783337726641627	-0.359345748328729	0.524657711101315	-0.402234506846889	0.490639439567627	0.201008769621717	-0.595916751774981	-0.667716167606208	0.257466682634041	0.307226297072473	0.752632797468188
"Gene.67"	0.433485234916502	-0.473757761657269	-0.0664130121675308	-0.0130292831079917	-0.402083562394042	0.621267276876416	0.790583333641819	-0.450379317353431	0.291564549107725	0.213609366948602	0.411449660074378	0.541909216648991	0.422171035484199
"Gene.68"	0.366923357709059	0.210143041515402	0.41138661926175	-0.191344487736485	0.370838725681431	0.0302678728871263	-0.514039010553457	0.765406661552436	-0.438145151634171	-0.758516156568846	-0.45949616391568	0.0356317475236711	-0.256162612618289
"Gene.69"	0.856208429769544	0.0639939665130567	0.534682496209045	-0.283985084817071	0.0660409705604648	0.27138241290607	-0.342917496970743	0.221463752594312	0.391943788655012	-0.147648275072898	-0.348158185905199	-0.949769099868946	-0.275914924394526
"Gene.70"	0.0976616659152772	-0.764109427425607	-0.839447088900366	0.325127924296245	0.223501527113305	-0.450762154544057	-0.242806737810459	0.464117426114637	-0.0943135928638536	0.495429408442162	0.0314772795793365	0.4011575950514	0.0975995800207851
"Gene.71"	-0.41093806277351	-0.0609554346464181	0.309478804188464	-0.436347335210207	-0.573292831760135	-0.389790366414279	-0.0224102039034741	-0.0529522373175818	-0.464828887220761	-0.580562893591024	-0.0746586441468798	0.228930635612769	0.370464973058384
"Gene.72"	0.676999665193423	0.332055249607441	-0.329781003304922	-0.572565735689392	0.19292856821613	0.111227604293287	-0.0612350867924352	-0.0760335920163284	-0.173692522031613	-0.688479378301734	0.523791962486809	-0.152965914519279	1.25447908941373
"Gene.73"	-1.17133341288452	0.0475544034788515	0.36125821205044	-0.218695470480367	-0.17147877746478	0.44219164856485	-0.377575307623413	-0.470863299058829	-0.260165862969834	-0.643253107869204	-0.771713740943395	0.374989099812506	-0.0254827186102593
"Gene.74"	-0.572891789151647	0.238673867882396	1.40375671020647	0.958282862615322	-1.10207203032758	0.810439005005366	0.307353665512338	-0.234374165230813	-0.610840203492815	-0.248392919323612	-0.0595244210432569	-0.49156856159005	-0.495518312516838
"Gene.75"	-0.656203320706432	-0.288911900765614	-0.226464128555403	-0.209952768758373	-0.0469441277101764	0.727674328444461	0.145317966820581	-0.00944615932145399	-0.865915583715868	0.281955083631087	0.880331020962753	0.550000564879629	0.839542038047199
"Gene.76"	0.756965735771568	0.515658139366693	0.518881486453566	0.850853978320728	-0.823138272287076	0.0998598083684664	0.495016213892251	0.28367001857231	-0.0859891511444402	0.0533855951802852	-0.477902841179105	0.0607269189975529	-0.538374183383938
"Gene.77"	0.64438259178374	0.570111798695548	0.154283856517557	0.228338531220461	-0.733769076074482	0.337192404325235	-0.658363817400117	0.85908938120402	-0.90872424204823	-0.00171106672372965	-0.169525174772907	-0.250693074457763	0.110786732944143
"Gene.78"	0.0504811582919339	-0.611644497030947	0.0931463309793505	1.30085984518262	0.679355151621744	-1.17747007825006	0.118360651201147	-0.131127800035991	0.0502133653313642	-0.00800421401057442	-0.789064489835994	0.810336115277811	-0.525991007801312
"Gene.79"	0.0493141400037306	0.626644226362609	-0.284482735084819	0.621660712205259	0.742548895982986	0.440076759804629	0.612318666512345	-0.381050128452713	-0.124514342738262	-0.203924847076309	-0.208190567129529	-0.48593425472723	0.445403991769381
"Gene.80"	-0.0944881676212553	-0.483970378494601	-0.361575096656122	0.461314187016694	0.673852071811965	0.0708116422551117	0.992866938463069	-0.874446076426184	0.480447053444384	0.795008104791974	0.0840110882658997	0.659607590262184	0.474961857222418
"Gene.81"	0.428645472816499	0.378030596862511	-0.445122792540835	0.420526785214964	0.208606532704248	0.590511984415735	-0.630354367071082	-0.900764559971392	1.05537476141027	0.712961579244566	0.13787413275721	1.01420304670045	0.684994625327182
"Gene.82"	-0.917386610958419	-0.288780763060506	0.042767822053993	-1.10245132672632	-0.69305304139264	-0.920287676492664	0.437179102009999	0.215536734189293	-0.440684556626457	-0.708986790969865	-0.85771745300512	0.54006541842229	-0.0290325146837912
"Gene.83"	-0.422166654825534	0.629993219968618	-0.81798327212268	-0.655721059744998	-0.658491962844976	-0.470135689432871	0.0185616068084047	-0.455129016464226	-0.355873846877099	-0.243483131203843	-0.506236966621451	0.635074760203153	0.257955548382278
"Gene.84"	-0.769505542544018	0.949856151697621	-0.364014782243229	0.430055685882943	-0.0914977886289643	0.732962044990585	0.347735923173857	0.386165048334695	0.437404461372348	-0.712984404051566	-0.353034971030863	1.16964067058655	-0.597962831645831
"Gene.85"	-0.0380232863167626	0.145872228293173	0.280361575996611	-0.490530625982717	-0.0285260270723111	-0.00367149145363828	0.920422007837187	0.539041714818036	0.421102051486241	0.819126603635906	-0.119099573189901	-0.012441149741883	-0.698309491412263
"Gene.86"	-0.35435318122282	0.294414954889296	-0.0631862782149663	-0.801881185142044	-0.252701412437881	-0.979551039687292	-0.0985884035429877	0.317912995072814	-0.694410990594988	0.147297234224548	-0.161399254301543	-0.0674082769131599	-0.246287471222017
"Gene.87"	0.283834484224517	0.206161515909928	-0.703902258665928	0.0349556271696485	-0.00372288929952876	0.0924304833404444	-1.28552353989913	-0.381117730354889	0.633998735555109	0.482567800930134	0.237795252973476	-0.730869334819213	0.383003407775435
"Gene.88"	0.149347382121772	0.191487029395429	-0.0993548595768512	-0.491972505459351	-0.404921652703384	0.0738710893436603	0.133124833956314	0.296085853349697	-0.0485525790960557	0.912220134157488	0.759713940364773	-0.062002559332198	-0.229231304555447
"Gene.89"	0.0198773140629258	0.599306689560662	-0.0497521030292281	0.252398415480827	-0.103345294945599	0.532486151998721	0.504815608466555	0.0446630830687096	-0.303496127736995	0.55171815863046	-0.322367414902929	0.053527557842364	-0.149415381593183
"Gene.90"	0.662134952550804	-0.420315039844847	-0.241442309726574	-0.297784932744168	-0.532090339401771	-0.274293324466766	0.451766051285976	0.266212978639491	0.0909872152245526	0.399368987416725	0.675306314449926	-0.856118552969282	0.462038168103826
"Gene.91"	-0.55023886513073	-0.135729020369581	0.968672761421202	-0.0819533332378554	0.366651856293422	0.691896319428107	0.812655048884388	-0.933042445659361	0.298482783608335	0.214223318815487	0.29917210414378	0.265012058910293	-0.410516503390154
"Gene.92"	0.119080267635461	-0.42862365671346	-0.209021720077797	0.0509662533001524	0.289810960713801	-0.611545851241417	0.179997614789195	-1.37371234363861	0.00444623234099546	-0.187852775346219	0.266658203624038	1.48735073495244	-1.28665184400372
"Gene.93"	0.200546788931368	0.258180512003179	0.107369908096789	-0.585570514422187	-0.71023324766411	0.713000106982356	0.0579677873049347	-0.447108115691667	-0.121233918014072	0.787948993419615	-0.0989939323909663	-0.398798445087775	-0.259977904366857
"Gene.94"	1.01670498866154	0.078660727850577	0.319457513999553	-0.410084184574032	-0.236971685552531	0.922160084396409	0.257014832322881	0.174770929987393	-0.0570745563395647	-0.950429516774632	-0.161796387316336	0.206059153494667	-0.189158226284787
"Gene.95"	0.856842687181259	0.160482024480813	-0.0325302724609734	-0.160129324963246	0.401869742080462	-0.0421762240327087	0.56025195175637	0.0246772647438896	0.440574470135443	-0.113068476272685	0.490787518395098	-0.180397834385518	0.30155577024948
"Gene.96"	-0.0417200656321609	0.523061337443426	0.207554648524413	0.567168749038186	-0.164056696494958	0.00355501834061382	-0.551134156811182	0.276543081921148	0.944005403102436	0.586181689087703	0.706687204055089	-0.339764729862862	-0.223152032461629
"Gene.97"	0.556137677476494	0.000590242225035544	-0.0138392954605302	-0.0675992970119424	0.286989566578469	0.506062216265929	-0.447652879677548	0.164511466572122	0.507670729145239	0.37043242876494	0.601663309868522	0.640080544334158	-0.614034209666837
"Gene.98"	0.10072636651127	0.673684048777044	-0.176224464036606	-0.618938385994643	0.0446410013444331	0.415040228539583	-0.377456719387911	-0.765803921074497	-0.80409422632681	0.770386685117079	0.11597714231526	-0.245176783946889	0.14831162151272
"Gene.99"	-0.0433175580180133	-0.236323512736676	0.291008265668898	0.335667666573267	-0.717341562970635	0.173927824246244	0.388279062831069	-1.16645619802245	0.258870551546856	-0.540343610753786	0.0591082304611289	-0.335172196497796	0.106425051891156
"Gene.100"	0.633045921662887	0.610164248957693	-0.167648410212617	0.0948202020396704	0.53049494678129	0.625491317334808	0.907193944114289	0.476327537070143	-0.181799904183034	-1.0185392891983	0.00984834400073142	-0.451734732801691	1.01697954585546
"Gene.101"	5.22423453480715	5.24122940492938	5.3791068911995	3.84033631551626	-5.22975239009808	-5.55269183348964	-4.79853586329685	-4.71553254107798	-0.353041641214807	-0.145045312907784	-0.741939035802779	-0.575127640630683	-0.137235580908232
"Gene.102"	4.28895050143059	3.30154867671149	4.37452885808239	3.47440665153852	-3.91730956468715	-3.43509543975239	-3.41313876788214	-4.21393161592521	-0.129901053919738	-0.705586521828342	-0.320678777040822	0.056228754576224	0.211302165569282
"Gene.103"	5.19341764560784	4.65610083695899	5.0744512443315	4.97117512575875	-5.03741168246119	-4.24505128094061	-4.19003149603004	-4.4234209165076	-0.0388017977243247	-0.909467250398985	-0.518722291368033	0.151246122821867	-0.638973083623197
"Gene.104"	-0.549254143764386	-0.105964413265987	-1.19918921241422	-0.0699447794664609	-0.430540145521674	0.627030961954508	-0.319892345498651	0.419200290945174	-0.463195416447817	-0.453175749610523	0.00510830154294528	-0.0239936461203892	0.0535800306759938
"Gene.105"	0.0832103175161287	-0.500152783859748	0.72817668514229	-0.0700153693715619	-0.967952710496083	0.559911231560452	0.840409836105452	0.0934943776086363	-0.679296003717691	-0.753264032110385	-0.902145901696325	-0.177306435156002	-0.872164035517889
"Gene.106"	-0.085964042170404	-0.100885432526813	-0.889136962755712	-0.533180555762193	0.484821664353803	0.498125124427717	0.155612396200486	-0.107233644878719	-0.3173626659051	0.0404095121358664	0.506540827167379	0.00828621188434833	0.495772790822844
"Gene.107"	-0.374856365107436	0.143527369463099	-0.253300541818109	-0.087368030830391	0.502287537824441	-0.0953172842189294	0.104959112169526	0.657206767771156	-1.11592463367966	-0.00797329595031201	-1.1377025799523	-0.0146030868649776	0.186485212451857
"Gene.108"	-1.05755913686131	-1.43330605758131	-0.905541140610427	-0.54361034289694	0.561167433481235	0.589338280654483	0.126101794649908	0.451280158622004	-0.0578639164238956	-0.00527915534658317	1.10995367453162	-0.301129031369687	0.303395723978837
"Gene.109"	-0.0870244922893707	-0.0871433136685106	-0.242147869054994	-0.00248252233964447	0.431102526987852	0.666434060625317	0.265039579386501	-0.164285295951381	0.524748947898205	-0.405968107245542	-0.125294592959587	-0.577069544315879	-0.45265050849699
"Gene.110"	0.281877351764805	-0.168471299116306	-0.0785688739515565	-0.286587597075353	0.112577567981921	-0.734201072373349	1.04256770718395	0.332163155544805	1.05411821704472	-0.145506134854657	0.0418101375595926	0.460919925864543	0.275323286291281
"Gene.111"	0.13809873936783	0.0916878193690937	-0.697455868426331	-1.1172184552558	1.2886602707419	0.248662442246113	-0.603872376736529	0.770469364017597	-0.350803953153055	-0.0451663489124069	-0.308702973236755	-0.623186766060435	-0.310110439684101
"Gene.112"	-0.802425863634726	-0.877152026158207	1.04369500920513	-1.01296601200788	-0.403563549736765	-0.635424313636491	0.268647588799793	-0.497793122010063	-0.707804729407313	-0.116180110524624	-0.0571134809484497	-0.159150939103666	0.0272950764973346
"Gene.113"	-0.000830381819883758	-0.929381339399897	-0.41873861264403	-0.547447883962834	-0.25245906802454	-0.465229898853837	0.344202912163374	0.95589704266761	-0.0989596925696164	0.122060406698546	-0.81916875701002	-1.21233007419813	-0.232392337094007
"Gene.114"	0.0204445276310232	0.155777590612024	0.371223480434483	0.530556214754438	0.549692244859639	-0.0986658298228258	1.24793656050944	-1.22837749853274	-0.606223148231223	0.0606580931200299	-1.1053432464659	-1.05005303636382	0.631378040474259
